set,pdbid,-logKd/Ki
pdbbind,1qhc,7.57
pdbbind,2avs,7.57
pdbbind,2pyn,7.57
pdbbind,3cd0,7.57
pdbbind,3ipq,7.57
pdbbind,3ocp,7.57
pdbbind,3q6w,7.57
pdbbind,4crb,7.57
pdbbind,4fnn,7.57
pdbbind,4nvp,7.57
pdbbind,4pmm,7.57
pdbbind,5ive,7.57
pdbbind,6gla,7.57
pdbbind,3cda,7.58
pdbbind,2fdp,7.59
pdbbind,2xb8,7.59
pdbbind,3p3s,7.59
pdbbind,3t5u,7.59
pdbbind,4cu7,7.59
pdbbind,5nkd,7.59
pdbbind,5nkh,7.59
pdbbind,6guh,7.59
pdbbind,6hax,7.59
pdbbind,1lpz,7.60
pdbbind,2c3i,7.60
pdbbind,2o8h,7.60
pdbbind,2zmm,7.60
pdbbind,3ehx,7.60
pdbbind,3fh7,7.60
pdbbind,3gc4,7.60
pdbbind,3iph,7.60
pdbbind,3kr4,7.60
pdbbind,3liw,7.60
pdbbind,3p58,7.60
pdbbind,4m8h,7.60
pdbbind,4uyf,7.60
pdbbind,5hct,7.60
pdbbind,5ia5,7.60
pdbbind,5t9u,7.60
pdbbind,6css,7.60
pdbbind,6guc,7.60
pdbbind,1ftm,7.61
pdbbind,3ibn,7.61
pdbbind,4g95,7.61
pdbbind,5m77,7.61
pdbbind,5vij,7.61
pdbbind,1fzq,7.62
pdbbind,1k6t,7.62
pdbbind,1yqy,7.62
pdbbind,2aoe,7.62
pdbbind,2p3c,7.62
pdbbind,2psu,7.62
pdbbind,2pvl,7.62
pdbbind,3be9,7.62
pdbbind,3o4k,7.62
pdbbind,4dbm,7.62
pdbbind,4uin,7.62
pdbbind,5hu9,7.62
pdbbind,5ta4,7.62
pdbbind,6g5l,7.62
pdbbind,1c1r,7.63
pdbbind,4avi,7.63
pdbbind,4x5z,7.63
pdbbind,1c1v,7.64
pdbbind,1uvt,7.64
pdbbind,2hl4,7.64
pdbbind,3d78,7.64
pdbbind,3fat,7.64
pdbbind,3h89,7.64
pdbbind,3hl7,7.64
pdbbind,3l0v,7.64
pdbbind,3sjf,7.64
pdbbind,4r73,7.64
pdbbind,4rpo,7.64
pdbbind,4ruz,7.64
pdbbind,5el9,7.64
pdbbind,5exn,7.64
pdbbind,5u6j,7.64
pdbbind,966c,7.64
pdbbind,5dex,7.65
pdbbind,6pl1,7.65
pdbbind,1f0r,7.66
pdbbind,1nny,7.66
pdbbind,1ppk,7.66
pdbbind,2cn0,7.66
pdbbind,2yme,7.66
pdbbind,4b74,7.66
pdbbind,4e5w,7.66
pdbbind,4gq4,7.66
pdbbind,4oeu,7.66
pdbbind,4qev,7.66
pdbbind,5dfp,7.66
pdbbind,5edc,7.66
pdbbind,5kz0,7.66
pdbbind,5tcy,7.66
pdbbind,6e1y,7.66
pdbbind,6nw3,7.66
pdbbind,6o5x,7.66
pdbbind,2bpv,7.67
pdbbind,1o2q,7.68
pdbbind,1t4v,7.68
pdbbind,1w0z,7.68
pdbbind,2arm,7.68
pdbbind,3f8c,7.68
pdbbind,3miy,7.68
pdbbind,4cpz,7.68
pdbbind,4d7b,7.68
pdbbind,4del,7.68
pdbbind,4ygf,7.68
pdbbind,5nkg,7.68
pdbbind,5wyz,7.68
pdbbind,5yjm,7.68
pdbbind,6b4u,7.68
pdbbind,6hke,7.68
pdbbind,5xsr,7.69
pdbbind,1bai,7.70
pdbbind,1fzm,7.70
pdbbind,1gno,7.70
pdbbind,1izh,7.70
pdbbind,1mes,7.70
pdbbind,1oau,7.70
pdbbind,1oz0,7.70
pdbbind,1s39,7.70
pdbbind,1uou,7.70
pdbbind,2d1o,7.70
pdbbind,2hmu,7.70
pdbbind,2hmv,7.70
pdbbind,2ves,7.70
pdbbind,2zjw,7.70
pdbbind,3b7r,7.70
pdbbind,3ewc,7.70
pdbbind,3f3e,7.70
pdbbind,3g0e,7.70
pdbbind,3i51,7.70
pdbbind,3p7i,7.70
pdbbind,3th9,7.70
pdbbind,4acc,7.70
pdbbind,4cpt,7.70
pdbbind,4e7r,7.70
pdbbind,4fsl,7.70
pdbbind,4o09,7.70
pdbbind,4tmk,7.70
pdbbind,5l9g,7.70
pdbbind,5sz5,7.70
pdbbind,6cn5,7.70
pdbbind,6g6t,7.70
pdbbind,6nwk,7.70
pdbbind,3lk8,7.71
pdbbind,4mmp,7.71
pdbbind,1ajv,7.72
pdbbind,1cnw,7.72
pdbbind,1j4r,7.72
pdbbind,1oif,7.72
pdbbind,3el5,7.72
pdbbind,3vjc,7.72
pdbbind,4a4w,7.72
pdbbind,4egk,7.72
pdbbind,5ia2,7.72
pdbbind,5nkc,7.72
pdbbind,5nki,7.72
pdbbind,5zg1,7.72
pdbbind,6mj4,7.72
pdbbind,6ugz,7.72
pdbbind,3ljg,7.73
pdbbind,5fdi,7.73
pdbbind,5hbs,7.73
pdbbind,5nyh,7.73
pdbbind,1f0s,7.74
pdbbind,1j36,7.74
pdbbind,1lee,7.74
pdbbind,1nfu,7.74
pdbbind,1qbo,7.74
pdbbind,1rd4,7.74
pdbbind,1sbg,7.74
pdbbind,1txr,7.74
pdbbind,1usn,7.74
pdbbind,2v59,7.74
pdbbind,3b7u,7.74
pdbbind,3nb5,7.74
pdbbind,3tvc,7.74
pdbbind,4auj,7.74
pdbbind,4i71,7.74
pdbbind,4j22,7.74
pdbbind,4pp5,7.74
pdbbind,5j2x,7.74
pdbbind,6qas,7.74
pdbbind,4x50,7.75
pdbbind,2ccc,7.76
pdbbind,4hwp,7.76
pdbbind,4z2b,7.76
pdbbind,6g35,7.76
pdbbind,1xh9,7.77
pdbbind,2jh6,7.77
pdbbind,2qm9,7.77
pdbbind,3cyw,7.77
pdbbind,3dsz,7.77
pdbbind,3gm0,7.77
pdbbind,3mi2,7.77
pdbbind,3tzm,7.77
pdbbind,3uw4,7.77
pdbbind,4gzt,7.77
pdbbind,4lov,7.77
pdbbind,4rj8,7.77
pdbbind,4w9o,7.77
pdbbind,5cbm,7.77
pdbbind,5j6a,7.77
pdbbind,5j6n,7.77
pdbbind,5j9x,7.77
pdbbind,5mg2,7.77
pdbbind,5neb,7.77
pdbbind,6euw,7.77
pdbbind,6ql2,7.77
pdbbind,4kni,7.78
pdbbind,4knn,7.78
pdbbind,5n25,7.78
pdbbind,5ueu,7.78
pdbbind,2zwz,7.79
pdbbind,6g36,7.79
pdbbind,1u1b,7.80
pdbbind,1v48,7.80
pdbbind,1x8t,7.80
pdbbind,2i19,7.80
pdbbind,2ra0,7.80
pdbbind,2wl0,7.80
pdbbind,3agl,7.80
pdbbind,3czv,7.80
pdbbind,3qgy,7.80
pdbbind,3ryj,7.80
pdbbind,4j3l,7.80
pdbbind,4n6z,7.80
pdbbind,4pg9,7.80
pdbbind,4qem,7.80
pdbbind,4qjw,7.80
pdbbind,4w9p,7.80
pdbbind,5hz6,7.80
pdbbind,5i3v,7.80
pdbbind,5l7g,7.80
pdbbind,5njz,7.80
pdbbind,6ej2,7.80
pdbbind,6i8m,7.80
pdbbind,6nfy,7.80
pdbbind,6nsv,7.80
pdbbind,4gr3,7.81
pdbbind,5eu1,7.81
pdbbind,1b6h,7.82
pdbbind,1nf8,7.82
pdbbind,1njs,7.82
pdbbind,1nvs,7.82
pdbbind,2cf9,7.82
pdbbind,2j34,7.82
pdbbind,2jg0,7.82
pdbbind,2o4n,7.82
pdbbind,2ptz,7.82
pdbbind,2xbx,7.82
pdbbind,2xjg,7.82
pdbbind,3gcp,7.82
pdbbind,3n2p,7.82
pdbbind,3prs,7.82
pdbbind,3vx3,7.82
pdbbind,4k0y,7.82
pdbbind,4pp3,7.82
pdbbind,4qpd,7.82
pdbbind,4ybk,7.82
pdbbind,5i29,7.82
pdbbind,6cks,7.82
pdbbind,6g2m,7.82
pdbbind,4gr8,7.83
pdbbind,3cd7,7.84
pdbbind,3ibl,7.84
pdbbind,3n2u,7.84
pdbbind,4gzp,7.84
pdbbind,6b96,7.84
pdbbind,1a94,7.85
pdbbind,1b8y,7.85
pdbbind,1cny,7.85
pdbbind,1laf,7.85
pdbbind,1lbf,7.85
pdbbind,1lst,7.85
pdbbind,2fle,7.85
pdbbind,2gv7,7.85
pdbbind,3c84,7.85
pdbbind,3dd8,7.85
pdbbind,3sut,7.85
pdbbind,3uw5,7.85
pdbbind,4ieh,7.85
pdbbind,4mc1,7.85
pdbbind,4pcs,7.85
pdbbind,4r76,7.85
pdbbind,4rak,7.85
pdbbind,4x5r,7.85
pdbbind,5e89,7.85
pdbbind,5elw,7.85
pdbbind,5f1h,7.85
pdbbind,5hi7,7.85
pdbbind,5uln,7.85
pdbbind,5wuk,7.85
pdbbind,6mja,7.85
pdbbind,4zl4,7.86
pdbbind,3ccw,7.87
pdbbind,1fzo,7.89
pdbbind,1h2t,7.89
pdbbind,2ylc,7.89
pdbbind,2zn7,7.89
pdbbind,3c56,7.89
pdbbind,3hig,7.89
pdbbind,3rz5,7.89
pdbbind,4b5d,7.89
pdbbind,4g8m,7.89
pdbbind,4igt,7.89
pdbbind,4m8e,7.89
pdbbind,4ruy,7.89
pdbbind,4ytc,7.89
pdbbind,5j6l,7.89
pdbbind,5lyr,7.89
pdbbind,6fnf,7.89
pdbbind,3cd5,7.90
pdbbind,1ajx,7.91
pdbbind,5e28,7.91
pdbbind,1b6j,7.92
pdbbind,2jjb,7.92
pdbbind,2ovv,7.92
pdbbind,3d7z,7.92
pdbbind,3eft,7.92
pdbbind,4a6c,7.92
pdbbind,4bcn,7.92
pdbbind,4cws,7.92
pdbbind,4hbm,7.92
pdbbind,4hge,7.92
pdbbind,4phu,7.92
pdbbind,4rux,7.92
pdbbind,5e1s,7.92
pdbbind,5f63,7.92
pdbbind,5i1q,7.92
pdbbind,5jy3,7.92
pdbbind,6nv7,7.92
pdbbind,3daz,7.93
pdbbind,2ewa,7.94
pdbbind,6en5,7.94
pdbbind,6hai,7.94
pdbbind,3t85,7.95
pdbbind,4b7j,7.95
pdbbind,4knj,7.95
pdbbind,5n1r,7.95
pdbbind,5nap,7.95
pdbbind,6s4t,7.95
pdbbind,1epo,7.96
pdbbind,1g2k,7.96
pdbbind,1hvh,7.96
pdbbind,1o3f,7.96
pdbbind,1qxl,7.96
pdbbind,2e1w,7.96
pdbbind,2p3a,7.96
pdbbind,2qe4,7.96
pdbbind,2x8z,7.96
pdbbind,3a5y,7.96
pdbbind,3bgq,7.96
pdbbind,3ekw,7.96
pdbbind,3iww,7.96
pdbbind,3mhc,7.96
pdbbind,3r4p,7.96
pdbbind,3uuo,7.96
pdbbind,4ap7,7.96
pdbbind,4k3n,7.96
pdbbind,4ngp,7.96
pdbbind,4r59,7.96
pdbbind,4y79,7.96
pdbbind,5n84,7.96
pdbbind,5ta2,7.96
pdbbind,6iiu,7.96
pdbbind,3oyq,7.99
pdbbind,4z07,7.99
pdbbind,5n1s,7.99
pdbbind,5nxp,7.99
pdbbind,1a4k,8.00
pdbbind,1b57,8.00
pdbbind,1dqn,8.00
pdbbind,1fkg,8.00
pdbbind,1gaf,8.00
pdbbind,1gai,8.00
pdbbind,1qin,8.00
pdbbind,1r0p,8.00
pdbbind,1rmz,8.00
pdbbind,1tkb,8.00
pdbbind,1vyg,8.00
pdbbind,1xws,8.00
pdbbind,1ypg,8.00
pdbbind,2e94,8.00
pdbbind,2hah,8.00
pdbbind,2vnt,8.00
pdbbind,2vwn,8.00
pdbbind,2xbw,8.00
pdbbind,3b92,8.00
pdbbind,3cyx,8.00
pdbbind,3e92,8.00
pdbbind,3fur,8.00
pdbbind,3gkz,8.00
pdbbind,3gvu,8.00
pdbbind,3hs4,8.00
pdbbind,3k97,8.00
pdbbind,3oy0,8.00
pdbbind,3sio,8.00
pdbbind,3t0x,8.00
pdbbind,3zcl,8.00
pdbbind,4a6l,8.00
pdbbind,4ehz,8.00
pdbbind,4ht0,8.00
pdbbind,4knm,8.00
pdbbind,4mo8,8.00
pdbbind,4o2c,8.00
pdbbind,4o9v,8.00
pdbbind,4poh,8.00
pdbbind,4ujb,8.00
pdbbind,4zx0,8.00
pdbbind,5eqy,8.00
pdbbind,5zw6,8.00
pdbbind,6eq8,8.00
pdbbind,1v7a,8.01
pdbbind,2cc7,8.01
pdbbind,3vje,8.01
pdbbind,6gzd,8.01
pdbbind,1b7h,8.02
pdbbind,2cet,8.02
pdbbind,4uye,8.02
pdbbind,4yes,8.02
pdbbind,4elf,8.03
pdbbind,4x5y,8.03
pdbbind,5e2k,8.03
pdbbind,4m2u,8.04
pdbbind,5tmn,8.04
pdbbind,6k04,8.04
pdbbind,1hih,8.05
pdbbind,1vyf,8.05
pdbbind,2b9a,8.05
pdbbind,2bqv,8.05
pdbbind,2jkh,8.05
pdbbind,2xc4,8.05
pdbbind,2xxt,8.05
pdbbind,2y80,8.05
pdbbind,3ag9,8.05
pdbbind,3ml2,8.05
pdbbind,3u8l,8.05
pdbbind,4b8y,8.05
pdbbind,4hdb,8.05
pdbbind,4q19,8.05
pdbbind,4rfd,8.05
pdbbind,5cxa,8.05
pdbbind,5i9z,8.05
pdbbind,5ld8,8.05
pdbbind,5upe,8.05
pdbbind,5xvg,8.05
pdbbind,6d56,8.05
pdbbind,6gxe,8.05
pdbbind,3dbu,8.06
pdbbind,6evr,8.06
pdbbind,3vbd,8.07
pdbbind,5jfu,8.07
pdbbind,1siv,8.08
pdbbind,3ifl,8.08
pdbbind,2rkg,8.09
pdbbind,2yfx,8.09
pdbbind,3hub,8.09
pdbbind,3tu7,8.09
pdbbind,4elh,8.09
pdbbind,4loy,8.09
pdbbind,5n6s,8.09
pdbbind,6b59,8.09
pdbbind,1erb,8.10
pdbbind,1fzj,8.10
pdbbind,1ghy,8.10
pdbbind,1stc,8.10
pdbbind,1ype,8.10
pdbbind,2cf8,8.10
pdbbind,2e9u,8.10
pdbbind,2pvj,8.10
pdbbind,2vvu,8.10
pdbbind,3f15,8.10
pdbbind,3kr8,8.10
pdbbind,3nx7,8.10
pdbbind,4poj,8.10
pdbbind,4r74,8.10
pdbbind,5i3x,8.10
pdbbind,5m7u,8.10
pdbbind,6ftf,8.10
pdbbind,6gwr,8.10
pdbbind,6ma5,8.10
pdbbind,1ndz,8.11
pdbbind,1nvr,8.11
pdbbind,2pq9,8.11
pdbbind,3fv2,8.11
pdbbind,4cp7,8.11
pdbbind,4v01,8.11
pdbbind,4z1j,8.11
pdbbind,6h38,8.11
pdbbind,1o5r,8.12
pdbbind,2yi0,8.12
pdbbind,6dil,8.12
pdbbind,6dj2,8.12
pdbbind,2yk1,8.13
pdbbind,4pop,8.13
pdbbind,1g35,8.14
pdbbind,1yqj,8.14
pdbbind,3b4f,8.14
pdbbind,3ljz,8.14
pdbbind,3ryx,8.14
pdbbind,4buq,8.14
pdbbind,4isi,8.14
pdbbind,6dj5,8.14
pdbbind,1fkh,8.15
pdbbind,1w5v,8.15
pdbbind,2d1n,8.15
pdbbind,2fxu,8.15
pdbbind,2jf4,8.15
pdbbind,2q1q,8.15
pdbbind,3bu1,8.15
pdbbind,3d8w,8.15
pdbbind,3i4b,8.15
pdbbind,3nxq,8.15
pdbbind,4eo8,8.15
pdbbind,4loo,8.15
pdbbind,4ly9,8.15
pdbbind,5jxq,8.15
pdbbind,5tkj,8.15
pdbbind,5vo1,8.15
pdbbind,6qgh,8.15
pdbbind,4elg,8.16
pdbbind,3rz8,8.17
pdbbind,4q09,8.17
pdbbind,4z0q,8.17
pdbbind,5f62,8.17
pdbbind,2f80,8.18
pdbbind,3l3n,8.18
pdbbind,2r59,8.19
pdbbind,3hit,8.19
pdbbind,3roc,8.19
pdbbind,4mc2,8.19
pdbbind,5aa9,8.19
pdbbind,5acy,8.19
pdbbind,5fl5,8.19
pdbbind,5m25,8.19
pdbbind,5n1z,8.19
pdbbind,5zkc,8.19
pdbbind,6ayq,8.19
pdbbind,6nv9,8.19
pdbbind,2jds,8.20
pdbbind,4gg7,8.20
pdbbind,5exm,8.20
pdbbind,5zo8,8.20
pdbbind,4x5p,8.21
pdbbind,5fto,8.21
pdbbind,5wmg,8.21
pdbbind,1efy,8.22
pdbbind,1h1s,8.22
pdbbind,1w11,8.22
pdbbind,2vvv,8.22
pdbbind,2zcs,8.22
pdbbind,3d1y,8.22
pdbbind,3l3m,8.22
pdbbind,3le9,8.22
pdbbind,3v5t,8.22
pdbbind,3zbx,8.22
pdbbind,4h3g,8.22
pdbbind,4hym,8.22
pdbbind,4lko,8.22
pdbbind,5amg,8.22
pdbbind,5fck,8.22
pdbbind,5k8s,8.22
pdbbind,6det,8.22
pdbbind,6fni,8.22
pdbbind,6r8o,8.22
pdbbind,3e5a,8.23
pdbbind,3f16,8.23
pdbbind,4kfq,8.23
pdbbind,1ydb,8.24
pdbbind,3hll,8.24
pdbbind,4rfc,8.24
pdbbind,4x6m,8.24
pdbbind,4z1e,8.24
pdbbind,6b5q,8.24
pdbbind,6g34,8.24
pdbbind,1c1u,8.25
pdbbind,1g4o,8.25
pdbbind,1nvq,8.25
pdbbind,2pbw,8.25
pdbbind,3ug2,8.25
pdbbind,6cpw,8.25
pdbbind,2e2r,8.26
pdbbind,5j86,8.26
pdbbind,6gzm,8.26
pdbbind,1wuq,8.27
pdbbind,2cbj,8.27
pdbbind,3hek,8.27
pdbbind,4cps,8.27
pdbbind,4djy,8.27
pdbbind,3tt4,8.28
pdbbind,4oc2,8.28
pdbbind,4oc3,8.28
pdbbind,5qqp,8.28
pdbbind,5tkk,8.28
pdbbind,6mqc,8.28
pdbbind,1a28,8.29
pdbbind,4bj8,8.29
pdbbind,6ayo,8.29
pdbbind,6o95,8.29
pdbbind,1b6l,8.30
pdbbind,1qbq,8.30
pdbbind,1tom,8.30
pdbbind,2cen,8.30
pdbbind,2pvk,8.30
pdbbind,2rd6,8.30
pdbbind,2v7a,8.30
pdbbind,2v95,8.30
pdbbind,3fqe,8.30
pdbbind,3gjw,8.30
pdbbind,3hku,8.30
pdbbind,3hvi,8.30
pdbbind,3jy0,8.30
pdbbind,3zps,8.30
pdbbind,4afg,8.30
pdbbind,4cwr,8.30
pdbbind,4o0b,8.30
pdbbind,5j8z,8.30
pdbbind,5khm,8.30
pdbbind,6ma3,8.30
pdbbind,3dc3,8.31
pdbbind,5nxo,8.31
pdbbind,6qav,8.31
pdbbind,2gj5,8.32
pdbbind,2yi7,8.32
pdbbind,4gih,8.32
pdbbind,4jwk,8.32
pdbbind,4pee,8.32
pdbbind,5c2a,8.32
pdbbind,5czm,8.32
pdbbind,1hwr,8.33
pdbbind,4z1k,8.33
pdbbind,1bzy,8.34
pdbbind,2qci,8.34
pdbbind,2xye,8.34
pdbbind,3npc,8.34
pdbbind,5ime,8.34
pdbbind,6g39,8.34
pdbbind,1h23,8.35
pdbbind,2uwd,8.35
pdbbind,3nu5,8.35
pdbbind,4bf6,8.35
pdbbind,4yml,8.35
pdbbind,5edl,8.35
pdbbind,1d4j,8.36
pdbbind,3d83,8.36
pdbbind,3kek,8.36
pdbbind,3r7o,8.36
pdbbind,4e6q,8.36
pdbbind,2nmz,8.37
pdbbind,3t1a,8.37
pdbbind,4bao,8.37
pdbbind,4v24,8.37
pdbbind,6n7a,8.37
pdbbind,1k21,8.38
pdbbind,1mu6,8.38
pdbbind,3qkd,8.38
pdbbind,3zpu,8.38
pdbbind,4a6b,8.38
pdbbind,5d21,8.38
pdbbind,6g3a,8.38
pdbbind,1lzq,8.39
pdbbind,6ayr,8.39
pdbbind,1aaq,8.40
pdbbind,1fd0,8.40
pdbbind,1fq5,8.40
pdbbind,1fzk,8.40
pdbbind,1k22,8.40
pdbbind,1mtr,8.40
pdbbind,1w5x,8.40
pdbbind,1z1h,8.40
pdbbind,1zpa,8.40
pdbbind,2al5,8.40
pdbbind,2baj,8.40
pdbbind,2j95,8.40
pdbbind,2ovy,8.40
pdbbind,2qbp,8.40
pdbbind,2uwl,8.40
pdbbind,2vsl,8.40
pdbbind,2y82,8.40
pdbbind,2zda,8.40
pdbbind,3b68,8.40
pdbbind,3d0e,8.40
pdbbind,3el9,8.40
pdbbind,3qxv,8.40
pdbbind,3str,8.40
pdbbind,3sww,8.40
pdbbind,3zxz,8.40
pdbbind,4aoi,8.40
pdbbind,4bck,8.40
pdbbind,4nh7,8.40
pdbbind,4ual,8.40
pdbbind,5g57,8.40
pdbbind,5org,8.40
pdbbind,6g2s,8.40
pdbbind,6gue,8.40
pdbbind,1e4h,8.41
pdbbind,1g48,8.41
pdbbind,1i9p,8.41
pdbbind,1w96,8.41
pdbbind,1bwb,8.42
pdbbind,4ksy,8.42
pdbbind,4wa9,8.42
pdbbind,5vl2,8.42
pdbbind,2xbv,8.43
pdbbind,2za5,8.43
pdbbind,3nhi,8.43
pdbbind,4y8x,8.43
pdbbind,5dey,8.43
pdbbind,5exl,8.43
pdbbind,5f2u,8.43
pdbbind,2vc9,8.44
pdbbind,2xyf,8.44
pdbbind,4zae,8.44
pdbbind,5kqx,8.44
pdbbind,5n0e,8.44
pdbbind,5voj,8.44
pdbbind,3kdd,8.46
pdbbind,4css,8.46
pdbbind,2oag,8.47
pdbbind,3zln,8.47
pdbbind,5qtt,8.47
pdbbind,6d3q,8.47
pdbbind,1w5y,8.48
pdbbind,2hs1,8.48
pdbbind,2p3b,8.48
pdbbind,2r5p,8.48
pdbbind,2uxz,8.48
pdbbind,2yix,8.48
pdbbind,3b1m,8.48
pdbbind,3n3j,8.48
pdbbind,5kr2,8.48
pdbbind,5n0d,8.48
pdbbind,6fe1,8.48
pdbbind,1ec0,8.49
pdbbind,2g5u,8.49
pdbbind,2ihq,8.49
pdbbind,3s45,8.49
pdbbind,4hdf,8.49
pdbbind,4m2r,8.49
pdbbind,5ufs,8.49
pdbbind,7upj,8.49
pdbbind,2vh0,8.51
pdbbind,3i25,8.51
pdbbind,3u8j,8.51
pdbbind,6oe1,8.51
pdbbind,1fcy,8.52
pdbbind,1i5r,8.52
pdbbind,1nfx,8.52
pdbbind,1rp7,8.52
pdbbind,1xkk,8.52
pdbbind,2boh,8.52
pdbbind,2fvd,8.52
pdbbind,2oc2,8.52
pdbbind,2q64,8.52
pdbbind,2qu6,8.52
pdbbind,2vvc,8.52
pdbbind,2vw5,8.52
pdbbind,2wn9,8.52
pdbbind,3lpi,8.52
pdbbind,3ml5,8.52
pdbbind,3suu,8.52
pdbbind,3ttm,8.52
pdbbind,4nh8,8.52
pdbbind,4o6w,8.52
pdbbind,4o97,8.52
pdbbind,4xoc,8.52
pdbbind,5mpk,8.52
pdbbind,5vi6,8.52
pdbbind,6csp,8.52
pdbbind,3kjd,8.54
pdbbind,4hwo,8.54
pdbbind,5mjn,8.54
pdbbind,5sxm,8.54
pdbbind,1hos,8.55
pdbbind,1ppl,8.55
pdbbind,2byr,8.55
pdbbind,3ejp,8.55
pdbbind,3v51,8.55
pdbbind,5amd,8.55
pdbbind,5i9y,8.55
pdbbind,5nxg,8.55
pdbbind,6hk4,8.55
pdbbind,1bgq,8.57
pdbbind,1q1g,8.57
pdbbind,2x4z,8.57
pdbbind,3ejq,8.57
pdbbind,3ejr,8.57
pdbbind,3v7x,8.57
pdbbind,4kmz,8.57
pdbbind,5caq,8.57
pdbbind,5j6m,8.57
pdbbind,3r5t,8.58
pdbbind,2wky,8.59
pdbbind,3ibi,8.59
pdbbind,5nbw,8.59
pdbbind,6h37,8.59
pdbbind,1bwa,8.60
pdbbind,3b66,8.60
pdbbind,3s43,8.60
pdbbind,3sxf,8.60
pdbbind,3t3u,8.60
pdbbind,4efs,8.60
pdbbind,4gj2,8.60
pdbbind,4qf7,8.60
pdbbind,5sz3,8.60
pdbbind,5upf,8.60
pdbbind,6prf,8.60
pdbbind,4ban,8.61
pdbbind,6gl8,8.61
pdbbind,2cej,8.62
pdbbind,3ryz,8.62
pdbbind,4bf1,8.62
pdbbind,4hf4,8.62
pdbbind,4jx9,8.62
pdbbind,5egm,8.62
pdbbind,5htz,8.62
pdbbind,5zvw,8.62
pdbbind,3f17,8.63
pdbbind,1g45,8.64
pdbbind,1mue,8.64
pdbbind,1r1j,8.64
pdbbind,1t31,8.64
pdbbind,3hkw,8.64
pdbbind,3s71,8.64
pdbbind,4pft,8.64
pdbbind,4qd6,8.64
pdbbind,4zyf,8.64
pdbbind,5e8f,8.64
pdbbind,5x74,8.64
pdbbind,6std,8.64
pdbbind,2oax,8.65
pdbbind,1i9n,8.66
pdbbind,3d1x,8.66
pdbbind,3nox,8.66
pdbbind,3u8k,8.66
pdbbind,5epn,8.66
pdbbind,5n93,8.66
pdbbind,2qd6,8.68
pdbbind,2q55,8.69
pdbbind,5cj6,8.69
pdbbind,1bcd,8.70
pdbbind,1hfs,8.70
pdbbind,1jgl,8.70
pdbbind,1jyq,8.70
pdbbind,1lnm,8.70
pdbbind,1ohr,8.70
pdbbind,1pxo,8.70
pdbbind,1t7j,8.70
pdbbind,1w13,8.70
pdbbind,1xap,8.70
pdbbind,2b7d,8.70
pdbbind,2f8g,8.70
pdbbind,2fmb,8.70
pdbbind,2h4n,8.70
pdbbind,2jh0,8.70
pdbbind,2ojj,8.70
pdbbind,2pcp,8.70
pdbbind,2uwo,8.70
pdbbind,2vj8,8.70
pdbbind,2wgj,8.70
pdbbind,2wyg,8.70
pdbbind,2y5f,8.70
pdbbind,2y7z,8.70
pdbbind,2y81,8.70
pdbbind,3brn,8.70
pdbbind,3d9z,8.70
pdbbind,3eqr,8.70
pdbbind,3ge7,8.70
pdbbind,3hvj,8.70
pdbbind,3i5z,8.70
pdbbind,3i60,8.70
pdbbind,3s73,8.70
pdbbind,4a7i,8.70
pdbbind,4bah,8.70
pdbbind,4eo6,8.70
pdbbind,4hy1,8.70
pdbbind,4r5a,8.70
pdbbind,4rwj,8.70
pdbbind,4yth,8.70
pdbbind,4zwx,8.70
pdbbind,4zwz,8.70
pdbbind,5e2o,8.70
pdbbind,5hcv,8.70
pdbbind,5ih9,8.70
pdbbind,5nk4,8.70
pdbbind,5sz2,8.70
pdbbind,5ufr,8.70
pdbbind,3ckz,8.72
pdbbind,3p8o,8.72
pdbbind,3ts4,8.72
pdbbind,4crc,8.72
pdbbind,4ish,8.72
pdbbind,4ivb,8.72
pdbbind,4x6o,8.72
pdbbind,5ikb,8.72
pdbbind,5jg1,8.72
pdbbind,6dj7,8.72
pdbbind,1b6k,8.74
pdbbind,1mjj,8.74
pdbbind,1sdv,8.74
pdbbind,2vkm,8.74
pdbbind,2wtv,8.74
pdbbind,3rz1,8.74
pdbbind,4ei4,8.74
pdbbind,4gii,8.74
pdbbind,5vkc,8.74
pdbbind,6d78,8.74
pdbbind,6o94,8.74
pdbbind,1bnv,8.77
pdbbind,1d4l,8.77
pdbbind,1qft,8.77
pdbbind,1x38,8.77
pdbbind,1zp8,8.77
pdbbind,2wkz,8.77
pdbbind,3b5r,8.77
pdbbind,3qdd,8.77
pdbbind,4e4l,8.77
pdbbind,4m0f,8.77
pdbbind,5wal,8.77
pdbbind,6cdp,8.79
pdbbind,1fkn,8.80
pdbbind,1g46,8.80
pdbbind,1w5w,8.80
pdbbind,3d1z,8.80
pdbbind,3oaf,8.80
pdbbind,5cau,8.80
pdbbind,5e2p,8.80
pdbbind,5vm0,8.80
pdbbind,6stl,8.80
pdbbind,1ork,8.81
pdbbind,1g54,8.82
pdbbind,1m0b,8.82
pdbbind,2zcq,8.82
pdbbind,2zxg,8.82
pdbbind,3fvk,8.82
pdbbind,3nu4,8.82
pdbbind,4i5c,8.82
pdbbind,4ks1,8.82
pdbbind,4x6n,8.82
pdbbind,5k0m,8.82
pdbbind,5kby,8.82
pdbbind,1lhu,8.83
pdbbind,3mxd,8.83
pdbbind,1d4i,8.85
pdbbind,2avo,8.85
pdbbind,3b67,8.85
pdbbind,3e93,8.85
pdbbind,4gj3,8.85
pdbbind,5cas,8.85
