name,fc0,fc1,fc2,fc3,fc4,fc5,fc6,fc7,fc8,fc9,fc10,fc11,fc12,fc13,fc14,fc15,affinity
1ejn,388.6607,-82.79951,434.30627,-167.21796,429.727,516.2795,-311.948,545.26074,-336.9196,372.22678,0.0,0.0,0.0,4.832952,0.0,0.0,5.62
1ela,411.39713,-61.376034,237.91045,-152.8803,245.18727,399.2915,-222.0896,343.99408,-260.34708,231.08226,0.0,0.0,0.0,5.660907,0.0,0.0,6.36
1elb,393.02307,-56.34139,166.02972,-146.54082,175.42041,330.30954,-205.68428,278.1836,-237.08894,186.9386,0.0,0.0,0.0,5.4665823,0.0,0.0,7.15
1elc,383.58337,-52.17928,242.26453,-146.45169,233.55598,383.17822,-226.2851,340.2833,-258.48068,224.80872,0.0,0.0,0.0,5.13223,0.0,0.0,6.66
1eld,361.78226,-60.544827,240.92262,-154.98866,274.82605,427.481,-229.63629,363.70163,-264.1825,243.72246,0.0,0.0,0.0,5.486026,0.0,0.0,6.7
1ele,394.46927,-58.81351,219.85475,-151.57446,218.85736,382.72702,-222.0479,327.33408,-262.96884,232.18518,0.0,0.0,0.0,5.069084,0.0,0.0,6.85
1elr,594.36426,-91.23083,265.91245,-177.68547,201.46771,282.84537,-203.91965,324.3113,-272.6828,222.27185,0.0,0.0,0.0,4.516475,0.0,0.0,4.96
1eoc,464.6404,-50.787106,226.44858,-146.23349,184.07533,325.38052,-207.09,310.6017,-246.17607,196.36186,0.0,0.0,0.0,3.3172424,0.0,0.0,6.05
1epo,245.0338,-53.024952,247.94203,-155.1364,345.19156,456.24286,-283.06122,418.85785,-297.1655,271.3972,0.0,0.0,0.0,7.0140524,0.0,0.0,7.96
1ew8,779.8677,-94.5913,323.2365,-185.00513,94.22407,216.84004,-186.89116,228.85216,-256.73148,181.11331,0.0,0.0,0.0,3.2661796,0.0,0.0,2.26
1ex8,345.16257,-58.02238,349.51492,-168.71074,393.00552,516.93396,-301.54584,519.21136,-309.54593,308.49207,0.0,0.0,0.0,4.8930244,0.0,0.0,6.33
1ez9,566.98425,-76.831154,292.81818,-167.3809,281.57712,342.01376,-238.86546,423.1865,-288.38055,233.90878,0.0,0.0,0.0,3.7903688,0.0,0.0,5.1
1ezq,109.910805,-80.34673,200.05594,-157.62778,418.39243,513.89026,-256.2281,457.38632,-276.65973,248.15895,0.0,0.0,0.0,5.6696873,0.0,0.0,9.05
1f0r,333.76657,-46.75494,142.81584,-135.72827,161.8852,328.1478,-193.25526,243.04742,-226.17662,175.40024,0.0,0.0,0.0,5.797794,0.0,0.0,7.66
1f0t,455.12915,-72.42118,255.81602,-149.17526,234.17793,351.3145,-214.35696,339.1472,-257.71994,233.55502,0.0,0.0,0.0,5.5047274,0.0,0.0,6.0
1f0u,383.60693,-67.80902,188.67073,-152.38988,233.64413,341.4012,-207.23033,316.80252,-248.01804,215.7075,0.0,0.0,0.0,5.1939473,0.0,0.0,7.16
1f3e,542.5103,-60.452324,93.50581,-144.49303,42.086876,175.24536,-185.70346,192.87459,-208.97037,106.532166,0.0,0.0,0.0,3.797536,0.0,0.0,6.7
1f4e,641.4884,-81.43403,389.18628,-171.41316,245.31544,411.51587,-247.14621,384.45712,-293.75345,270.77704,0.0,0.0,0.0,4.0845494,0.0,0.0,2.96
1f4x,561.1326,-58.232956,161.76009,-144.54707,104.51537,246.11374,-176.26186,223.85323,-230.91365,153.08833,0.0,0.0,0.0,3.4809146,0.0,0.0,5.59
1f5k,786.4277,-81.62172,232.69312,-181.79819,26.892138,129.45117,-190.32872,216.49837,-229.83118,135.48392,0.0,0.0,0.0,2.8819165,0.0,0.0,3.74
1f5l,624.95496,-72.96383,164.38316,-167.76991,80.23763,209.4416,-185.95102,230.48143,-219.61925,138.02307,0.0,0.0,0.0,4.167192,0.0,0.0,5.28
1f8b,557.137,-64.149506,217.74171,-160.40314,120.11451,225.43488,-186.25012,262.0355,-232.61086,141.88747,0.0,0.0,0.0,3.8996663,0.0,0.0,5.4
1f8d,695.83545,-78.92485,294.74976,-175.20357,122.78207,223.08157,-181.8918,270.82697,-245.58728,160.32109,0.0,0.0,0.0,4.1030173,0.0,0.0,3.4
1f8e,583.1812,-66.72754,236.27386,-171.73036,137.24963,233.21721,-192.29622,268.33514,-235.86343,148.96591,0.0,0.0,0.0,3.960042,0.0,0.0,4.82
1fao,513.18994,-70.07981,44.755974,-143.6486,-6.503088,125.92782,-165.79407,173.34538,-208.7852,52.21773,0.0,0.0,0.0,3.3674228,0.0,0.0,7.37
1fch,281.93726,-51.297787,286.3712,-132.96227,344.65768,476.62656,-261.34344,431.1707,-269.4923,277.08823,0.0,0.0,0.0,5.2094154,0.0,0.0,7.15
1fcy,73.55053,-76.91848,335.75262,-188.14635,599.86115,616.5507,-357.80347,630.8312,-310.60748,315.85797,0.0,0.0,0.0,6.368531,0.0,0.0,8.52
1fcz,58.855366,-69.78675,272.64993,-175.566,520.61035,560.6605,-322.98843,561.08026,-292.6985,286.72665,0.0,0.0,0.0,6.308238,0.0,0.0,9.22
1fh7,653.5403,-70.66404,140.31749,-160.79008,22.59808,143.68188,-181.88951,189.21257,-204.63908,94.68104,0.0,0.0,0.0,3.709044,0.0,0.0,5.24
1fh8,526.34106,-64.33227,70.72502,-140.43617,14.86819,157.306,-168.43636,175.34363,-212.56458,59.723408,0.0,0.0,0.0,3.7519584,0.0,0.0,6.89
1fhd,468.1619,-59.135586,141.87239,-146.91841,99.63216,270.44098,-196.04123,239.46208,-229.17938,160.38286,0.0,0.0,0.0,3.895864,0.0,0.0,6.82
1fiv,276.4207,-60.74291,378.24573,-158.39264,454.717,554.61694,-317.0263,533.2462,-312.06512,339.63098,0.0,0.0,0.0,7.079254,0.0,0.0,6.59
1fjs,57.819096,-79.18661,145.27228,-161.95474,416.0023,491.176,-256.1056,452.52664,-265.3127,221.79187,0.0,0.0,0.0,5.6882734,0.0,0.0,9.96
1fkb,137.898,-57.41144,151.51129,-155.88585,321.68353,437.87054,-263.92194,409.40875,-262.8778,207.76904,0.0,0.0,0.0,6.5921917,0.0,0.0,9.7
1fkf,49.7681,-70.40099,297.5933,-203.39757,562.9411,616.1055,-385.8383,643.3616,-321.4842,315.1889,0.0,0.0,0.0,5.9511237,0.0,0.0,9.4
1fkg,310.64197,-62.017742,111.255104,-141.19054,157.18654,342.47263,-179.93506,249.82924,-229.62024,158.50111,0.0,0.0,0.0,5.21891,0.0,0.0,8.0
1fki,435.2032,-56.129726,129.74303,-140.74657,130.49211,277.30487,-190.20128,232.01347,-223.87634,153.92528,0.0,0.0,0.0,4.9290895,0.0,0.0,7.0
1fkn,147.6084,-69.18285,278.4975,-173.20026,464.84955,527.7298,-330.5556,576.0086,-310.26102,264.75473,0.0,0.0,0.0,5.849758,0.0,0.0,8.8
1fkw,569.38763,-61.594925,222.52715,-153.53452,165.93796,301.71027,-195.89223,288.20624,-238.23624,191.65607,0.0,0.0,0.0,3.7776983,0.0,0.0,5.05
1fl3,254.0571,-70.09641,395.25592,-169.84337,473.13034,594.0214,-347.25803,586.0143,-335.58475,374.18555,0.0,0.0,0.0,4.7613173,0.0,0.0,6.8
1flr,128.80615,-79.55676,55.69109,-149.05022,193.19766,396.92822,-179.57936,294.56665,-237.49995,147.51166,0.0,0.0,0.0,4.9645996,0.0,0.0,10.0
1fm9,99.335045,-48.63381,302.5564,-168.1225,503.27588,548.3249,-352.47867,560.55774,-313.21188,315.32092,0.0,0.0,0.0,6.7409186,0.0,0.0,9.0
1fo0,204.10582,-120.12836,764.4331,-250.29137,1075.9397,837.8976,-681.5566,1171.1592,-508.77045,539.5762,0.0,0.0,0.0,6.5011473,0.0,0.0,5.59
1fpc,298.68567,-58.458,321.54108,-164.55748,385.10205,484.45438,-283.5018,464.02167,-292.82657,313.40692,0.0,0.0,0.0,6.4167867,0.0,0.0,7.0
1fq5,41.831875,-93.37057,434.88992,-228.07713,751.07367,701.44495,-482.56693,789.5006,-375.09793,395.35083,0.0,0.0,0.0,7.616886,0.0,0.0,8.4
1ft7,658.46014,-71.79653,144.57152,-166.12508,50.788357,156.62033,-173.05493,186.75882,-209.34833,122.7141,0.0,0.0,0.0,3.8774154,0.0,0.0,5.18
1ftm,385.8336,-50.656933,124.41536,-131.55536,152.3691,261.17465,-184.81897,243.98422,-216.73376,145.3749,0.0,0.0,0.0,4.5531497,0.0,0.0,7.61
1fv0,510.56836,-58.07431,147.47427,-145.55913,147.66873,245.25386,-173.55101,242.60294,-211.58142,125.14655,0.0,0.0,0.0,4.811265,0.0,0.0,5.93
1fzj,89.57223,-64.121735,443.29608,-188.10298,677.69775,645.49396,-441.01303,736.50446,-364.43256,371.86792,0.0,0.0,0.0,6.165574,0.0,0.0,8.1
1fzk,68.85832,-73.019226,445.06827,-194.92368,709.99896,653.7782,-458.04785,770.1722,-366.62073,372.08405,0.0,0.0,0.0,5.9571533,0.0,0.0,8.4
1fzm,145.30658,-53.125034,421.33936,-181.65889,611.88544,586.17847,-405.9622,667.5555,-343.64594,347.28027,0.0,0.0,0.0,5.9804354,0.0,0.0,7.7
1fzo,134.02469,-54.30484,431.0728,-179.95703,622.83374,616.2197,-411.65106,688.95636,-350.91467,366.15054,0.0,0.0,0.0,6.1038036,0.0,0.0,7.89
1fzq,339.29846,-54.437534,160.51909,-131.74167,172.17491,301.6886,-197.77116,285.2065,-223.53195,149.14664,0.0,0.0,0.0,4.710668,0.0,0.0,7.62
1g1d,86.3688,-69.97282,182.22572,-148.17784,348.73465,546.37787,-270.23428,427.2314,-278.00955,267.07178,0.0,0.0,0.0,6.21326,0.0,0.0,9.44
1g2l,270.24088,-54.52473,221.61205,-147.08218,326.50027,434.3432,-241.77057,382.14145,-243.08946,207.0232,0.0,0.0,0.0,5.929085,0.0,0.0,7.24
1g2o,162.12465,-57.388245,50.52454,-130.21977,176.25082,330.06235,-212.86003,293.6207,-218.25456,165.48668,0.0,0.0,0.0,7.4549065,0.0,0.0,10.55
1g30,338.53214,-53.121082,269.66135,-162.25548,362.78442,414.26697,-268.4138,423.77985,-281.26178,252.15839,0.0,0.0,0.0,5.673217,0.0,0.0,6.85
1g32,388.51425,-58.658817,290.1411,-162.43625,362.59265,425.21466,-258.3965,424.64743,-275.57092,257.56854,0.0,0.0,0.0,5.5008545,0.0,0.0,6.11
1g35,162.72415,-67.85024,268.87524,-164.97438,486.0895,540.15125,-306.55414,529.11383,-280.69464,285.72452,0.0,0.0,0.0,8.149305,0.0,0.0,8.14
1g36,383.6693,-54.182903,166.70087,-138.49577,197.37515,315.82843,-194.40341,278.07635,-227.94182,181.10567,0.0,0.0,0.0,5.003269,0.0,0.0,7.17
1g3d,567.3475,-61.095646,185.2985,-163.89189,130.7025,261.63928,-195.19109,258.50632,-227.17734,167.07965,0.0,0.0,0.0,3.4988909,0.0,0.0,5.55
1g46,153.11719,-64.57708,199.79231,-145.36685,316.75137,518.99646,-252.87985,393.23148,-270.65186,265.61374,0.0,0.0,0.0,6.329154,0.0,0.0,8.8
1g48,140.58794,-64.30546,238.18654,-156.42664,369.23193,569.1977,-278.73282,446.20206,-293.62234,287.9086,0.0,0.0,0.0,6.3691163,0.0,0.0,8.41
1g4o,178.06335,-61.689373,210.11101,-143.03258,297.28125,510.82205,-245.82422,368.4783,-267.9134,256.71085,0.0,0.0,0.0,5.773185,0.0,0.0,8.25
1g52,45.8031,-68.011566,196.92432,-152.91742,389.5843,577.92645,-282.64398,466.77368,-290.9968,270.7972,0.0,0.0,0.0,6.4042754,0.0,0.0,9.54
1g53,121.114784,-65.34241,203.14891,-150.17606,345.4677,539.24756,-266.6802,418.60663,-275.29062,273.1448,0.0,0.0,0.0,6.3632846,0.0,0.0,9.04
1g54,82.09195,-66.011444,243.80687,-157.2206,414.1149,602.82623,-301.18973,492.7086,-295.5547,293.91953,0.0,0.0,0.0,6.4157376,0.0,0.0,8.82
1g74,431.07413,-53.505974,200.8316,-136.18219,236.66747,294.89517,-207.24313,313.3866,-244.13379,176.59087,0.0,0.0,0.0,4.7047977,0.0,0.0,6.52
1g7f,552.0642,-68.45492,210.40976,-161.74681,197.76874,308.61124,-196.89407,313.8564,-251.40404,201.56763,0.0,0.0,0.0,5.3594766,0.0,0.0,5.47
1g7g,447.3889,-55.474373,135.74344,-146.44781,158.386,292.45657,-174.04602,259.7007,-217.61183,144.40016,0.0,0.0,0.0,5.6735597,0.0,0.0,6.6
1g7q,370.26654,-64.201866,414.67798,-179.82347,500.83148,526.4002,-353.32025,614.0878,-326.63422,351.65277,0.0,0.0,0.0,4.811175,0.0,0.0,6.06
1g7v,485.10004,-57.8332,186.46048,-129.00287,133.14014,258.13174,-206.68512,287.04855,-228.37825,150.50899,0.0,0.0,0.0,3.841466,0.0,0.0,6.4
1g85,531.2854,-68.898026,225.69653,-144.18382,185.95247,296.962,-191.02339,308.431,-247.43515,170.18166,0.0,0.0,0.0,3.0020366,0.0,0.0,5.48
1g98,581.6378,-59.930775,154.1425,-158.8257,108.47986,194.04245,-195.5979,237.24516,-238.19727,119.610275,0.0,0.0,0.0,3.9084597,0.0,0.0,5.7
1gai,341.98434,-61.720257,168.06396,-136.06186,233.37308,366.71915,-241.8106,354.61005,-248.88031,218.83138,0.0,0.0,0.0,4.813121,0.0,0.0,8.0
1gar,163.88318,-56.43236,150.87581,-146.81657,392.79376,346.94458,-288.61972,444.53836,-255.4106,195.95508,0.0,0.0,0.0,5.892289,0.0,0.0,10.0
1gfy,614.00323,-59.64799,187.57994,-160.32938,108.732025,239.09216,-180.14917,249.20784,-226.99269,150.68573,0.0,0.0,0.0,4.191076,0.0,0.0,5.08
1ghv,644.2859,-76.5119,245.65865,-173.39758,130.28162,260.62762,-190.01495,271.80603,-234.38806,176.76205,0.0,0.0,0.0,3.8449123,0.0,0.0,4.35
1ghw,656.66547,-76.55325,249.87263,-171.01468,125.71924,245.58704,-189.91216,265.739,-237.39449,175.44154,0.0,0.0,0.0,4.0843816,0.0,0.0,4.2
1ghz,628.8813,-66.92559,198.75757,-177.35713,86.39315,217.8158,-193.98706,225.39362,-219.23932,151.29857,0.0,0.0,0.0,3.8406029,0.0,0.0,4.8
1gi1,575.4617,-63.60791,175.00226,-154.29509,94.385414,198.8227,-179.85332,217.92967,-233.40218,124.10738,0.0,0.0,0.0,4.072691,0.0,0.0,5.47
1gi4,396.18845,-53.529484,142.76901,-145.225,157.08282,317.2306,-187.5588,256.45554,-228.26108,170.8986,0.0,0.0,0.0,4.630259,0.0,0.0,7.19
1gi7,638.80554,-78.64325,223.40852,-175.72285,104.314255,242.92345,-190.57108,240.44357,-226.2313,167.34492,0.0,0.0,0.0,4.0192323,0.0,0.0,4.51
1gj6,232.67212,-58.57869,357.68536,-157.8322,477.3069,535.62445,-312.68472,538.9473,-295.83286,303.86923,0.0,0.0,0.0,5.448922,0.0,0.0,7.0
1gjc,365.81708,-74.28656,277.89508,-169.07466,303.41446,398.02908,-246.96284,390.96494,-273.97156,224.5104,0.0,0.0,0.0,4.680974,0.0,0.0,6.35
1gnm,339.3095,-69.5589,288.5054,-159.83873,377.16162,473.4545,-244.90329,434.28452,-269.5706,253.61522,0.0,0.0,0.0,5.4664116,0.0,0.0,6.25
1gnn,369.12482,-74.11197,306.61087,-165.1589,375.25897,471.62704,-240.28506,427.34372,-274.91074,253.04848,0.0,0.0,0.0,5.4964256,0.0,0.0,5.68
1gno,239.29475,-67.30834,214.01802,-147.92403,352.53055,453.14587,-239.56577,409.39258,-255.58395,219.07217,0.0,0.0,0.0,5.651404,0.0,0.0,7.7
1grp,795.62476,-84.303,216.89864,-176.37744,27.949507,107.42075,-200.5655,198.62546,-234.01828,125.004234,0.0,0.0,0.0,3.3856473,0.0,0.0,3.72
1gvx,292.77988,-63.97391,297.22418,-185.05595,404.91232,510.95392,-306.61987,516.7312,-307.24854,276.75458,0.0,0.0,0.0,6.302993,0.0,0.0,7.22
1gyx,872.8036,-105.396126,320.77762,-182.71065,5.7311106,72.55718,-204.87529,191.05182,-251.17035,168.25157,0.0,0.0,0.0,3.0008516,0.0,0.0,2.48
1h0a,677.3029,-62.812294,138.35262,-165.74147,25.42911,101.060265,-186.15083,195.96541,-202.22035,85.144684,0.0,0.0,0.0,3.2569377,0.0,0.0,5.44
1h2k,757.6712,-79.428246,276.43237,-165.41151,75.631874,205.84702,-182.06956,229.62608,-233.56691,153.3045,0.0,0.0,0.0,3.3092623,0.0,0.0,2.92
1h2t,271.72382,-63.399395,234.9549,-169.49086,344.57257,445.1306,-273.7142,441.5451,-295.72986,257.15204,0.0,0.0,0.0,4.5964108,0.0,0.0,7.89
1h46,667.2162,-84.139,294.00912,-166.68126,201.90535,327.2495,-192.21576,325.45364,-278.71234,225.32951,0.0,0.0,0.0,4.3144417,0.0,0.0,3.57
1h5v,611.49603,-78.57779,348.6022,-166.87935,276.92786,369.62802,-240.1979,385.0405,-286.42612,279.65656,0.0,0.0,0.0,4.168477,0.0,0.0,3.93
1h6h,694.2398,-75.79157,155.91556,-181.18768,23.9598,96.09914,-199.88972,193.41667,-216.18675,100.68532,0.0,0.0,0.0,3.848675,0.0,0.0,5.3
1hbv,364.85928,-66.909454,244.47426,-163.48099,352.7631,462.15286,-231.45956,416.2606,-267.6244,248.85329,0.0,0.0,0.0,5.808714,0.0,0.0,6.37
1hfs,-8.104783,-79.04389,534.5006,-234.4651,944.251,646.0164,-578.7922,947.6345,-403.25592,363.7925,0.0,0.0,0.0,7.1182346,0.0,0.0,8.7
1hi5,774.8493,-78.341484,209.28557,-172.3019,55.80684,126.26101,-176.42923,239.64885,-192.38307,123.39904,0.0,0.0,0.0,3.379385,0.0,0.0,4.04
1hih,284.66144,-55.99488,212.25323,-152.44572,329.23358,431.63205,-251.49094,422.93265,-263.06744,253.55298,0.0,0.0,0.0,6.0905294,0.0,0.0,8.05
1hii,264.7652,-53.598644,267.5983,-157.47028,363.0445,463.06516,-275.73233,427.62097,-280.50635,254.25577,0.0,0.0,0.0,6.1663566,0.0,0.0,7.28
1hlk,552.8125,-71.23558,241.54582,-158.22443,162.68208,308.60645,-199.26413,276.7242,-254.63516,203.57507,0.0,0.0,0.0,3.5966675,0.0,0.0,5.0
1hmr,440.70706,-52.762478,177.52376,-139.54016,160.20622,308.50095,-199.35217,261.45483,-238.39917,179.30962,0.0,0.0,0.0,3.9005113,0.0,0.0,6.55
1hms,443.07248,-53.42806,194.16653,-142.32019,174.10681,336.4283,-195.71785,282.04636,-239.61607,188.85454,0.0,0.0,0.0,4.1137357,0.0,0.0,6.37
1hmt,481.8918,-53.819374,210.85455,-140.3694,177.18701,329.23398,-190.21901,283.79044,-241.01736,184.80753,0.0,0.0,0.0,3.9530768,0.0,0.0,5.79
1hn4,560.7287,-94.89536,506.36194,-196.61974,552.02136,579.32837,-394.60254,709.96204,-375.42877,409.78195,0.0,0.0,0.0,4.967805,0.0,0.0,3.82
1hp5,447.92496,-52.107662,125.07664,-141.91339,121.76026,265.25876,-171.95917,208.61955,-204.52882,132.4161,0.0,0.0,0.0,3.9345717,0.0,0.0,6.55
1hpo,161.33286,-51.80168,174.92238,-151.65561,364.54623,456.7198,-271.54565,429.1794,-263.03983,240.26045,0.0,0.0,0.0,6.3985615,0.0,0.0,9.22
1hpv,207.91707,-53.9615,150.26265,-135.62381,266.36868,406.3466,-233.95654,378.04865,-250.20555,210.83984,0.0,0.0,0.0,8.059814,0.0,0.0,9.22
1hpx,128.47527,-57.86947,74.86856,-142.54346,308.7001,361.89905,-254.87222,418.9258,-249.10042,201.80829,0.0,0.0,0.0,6.1639934,0.0,0.0,11.26
1hsh,114.20336,-64.68768,205.19931,-165.69524,414.918,479.65054,-288.78534,478.4856,-268.6485,235.31732,0.0,0.0,0.0,6.538568,0.0,0.0,9.42
1hsl,522.4604,-57.042538,51.422394,-135.27196,16.748024,129.95525,-167.1647,165.42226,-184.8532,64.64132,0.0,0.0,0.0,4.2068195,0.0,0.0,7.19
1hvh,202.47234,-68.57501,242.16571,-165.78937,436.9417,506.9079,-273.66275,479.8843,-269.03998,259.1916,0.0,0.0,0.0,6.518672,0.0,0.0,7.96
1hvi,127.288506,-57.378647,104.57076,-145.49449,335.92606,425.29858,-260.6417,427.5402,-250.93721,244.78874,0.0,0.0,0.0,7.2281713,0.0,0.0,10.92
1hvk,97.48655,-62.104473,108.6904,-149.64163,346.1861,462.22025,-267.45813,447.49228,-249.81007,257.8666,0.0,0.0,0.0,7.7762146,0.0,0.0,10.96
1hvl,185.75395,-56.265068,125.26061,-147.20793,331.02765,419.5156,-254.89082,420.17096,-251.69887,240.2406,0.0,0.0,0.0,7.072329,0.0,0.0,9.95
1hvr,88.80543,-77.61484,201.63539,-170.10612,491.57605,579.8948,-288.42188,534.88586,-278.1975,273.80795,0.0,0.0,0.0,6.702229,0.0,0.0,9.51
1hvs,155.92453,-56.522186,120.12021,-140.45592,310.51288,416.22507,-257.44427,420.21127,-249.21666,223.01004,0.0,0.0,0.0,6.9115553,0.0,0.0,10.3
1hxb,142.1679,-66.1832,157.69516,-164.1691,396.38547,461.31546,-297.42273,470.697,-284.6062,251.30725,0.0,0.0,0.0,7.339862,0.0,0.0,9.92
1hxw,55.09096,-67.4667,136.80894,-159.61292,444.85007,486.61295,-298.4646,500.93158,-273.54575,250.5551,0.0,0.0,0.0,7.0774574,0.0,0.0,10.82
1hyo,652.6996,-67.29432,240.62979,-162.34586,171.88615,279.79007,-189.90733,291.564,-250.86484,175.34431,0.0,0.0,0.0,3.4375272,0.0,0.0,4.07
1i1e,508.6112,-60.763428,298.55148,-149.51521,221.39226,343.14514,-193.39449,320.02548,-260.0219,239.9159,0.0,0.0,0.0,6.067205,0.0,0.0,5.03
1i2s,749.57916,-72.15438,272.76694,-168.80806,41.77106,189.19086,-173.1603,218.71043,-229.11089,158.94376,0.0,0.0,0.0,3.010582,0.0,0.0,3.31
1i37,152.94572,-63.449306,143.74704,-143.19981,308.3353,464.4919,-247.18866,402.9592,-248.77898,234.74329,0.0,0.0,0.0,5.588611,0.0,0.0,9.57
1i7z,479.90546,-64.56709,122.98159,-150.66971,113.77259,291.64548,-169.5799,223.2258,-222.2634,136.64867,0.0,0.0,0.0,4.269597,0.0,0.0,6.4
1i9n,127.381905,-68.91277,216.61195,-155.59425,381.18256,555.67194,-277.34424,439.81454,-285.56946,273.59113,0.0,0.0,0.0,6.2756796,0.0,0.0,8.66
1ie9,20.214922,-64.57398,199.40807,-165.98428,474.2177,562.04816,-296.45996,525.0136,-282.7571,290.09717,0.0,0.0,0.0,6.156739,0.0,0.0,10.19
1if7,13.989735,-77.04659,155.59506,-154.8215,370.393,579.03754,-285.9729,469.3842,-286.13574,273.63174,0.0,0.0,0.0,6.3811793,0.0,0.0,10.52
1if8,85.50898,-70.761284,189.13234,-160.24196,376.40033,564.7512,-293.02258,466.87842,-301.7465,285.19568,0.0,0.0,0.0,6.3761683,0.0,0.0,9.64
1igb,473.94632,-53.13821,142.48857,-134.9268,119.80719,268.2171,-180.54031,213.01213,-218.73782,144.45755,0.0,0.0,0.0,4.714406,0.0,0.0,6.4
1igj,130.61385,-53.838688,165.57051,-155.65797,310.99628,408.4029,-260.8485,404.25116,-266.00012,220.47073,0.0,0.0,0.0,5.692727,0.0,0.0,10.0
1iiq,219.61246,-60.200687,291.3078,-159.06746,472.0838,530.65735,-299.11554,512.0162,-289.84613,290.89233,0.0,0.0,0.0,7.0842276,0.0,0.0,7.48
1ik4,481.5679,-64.31964,64.402,-136.59982,63.041416,212.74883,-168.64111,199.75435,-194.77313,113.844826,0.0,0.0,0.0,4.2827067,0.0,0.0,7.41
1ikt,657.18634,-89.97728,327.92285,-164.60086,170.85681,321.0033,-182.97644,291.82614,-254.1646,235.47601,0.0,0.0,0.0,4.892025,0.0,0.0,3.4
1ivp,205.25658,-56.311764,343.01236,-175.11746,524.4874,532.9901,-350.06592,573.20447,-312.4538,304.3035,0.0,0.0,0.0,6.6069727,0.0,0.0,7.52
1iy7,461.71378,-58.47846,170.00261,-148.6429,165.72362,291.5123,-182.70686,240.67207,-215.4831,163.06033,0.0,0.0,0.0,5.0052156,0.0,0.0,6.19
1izh,205.58058,-68.851875,280.15524,-164.42831,472.30887,543.1535,-298.85657,523.99695,-280.28406,281.94107,0.0,0.0,0.0,7.6443267,0.0,0.0,7.7
1izi,305.1467,-64.10879,274.1734,-153.7341,389.54614,442.409,-248.11,427.9904,-263.116,232.32893,0.0,0.0,0.0,6.6137843,0.0,0.0,6.59
1j14,708.664,-81.95135,197.38754,-168.69032,36.434723,139.76031,-182.87238,190.79187,-226.8611,137.46503,0.0,0.0,0.0,2.9770112,0.0,0.0,4.49
1j16,755.2088,-84.498825,232.51826,-167.8249,32.986115,132.3908,-183.84894,186.72404,-230.51688,145.85301,0.0,0.0,0.0,3.0806458,0.0,0.0,3.84
1j17,385.8505,-71.11239,342.8765,-137.39026,333.49036,485.7372,-238.08032,390.6973,-278.7543,295.55746,0.0,0.0,0.0,6.7740755,0.0,0.0,5.22
1j37,302.18954,-65.12415,48.621105,-140.74193,116.18161,273.26102,-180.62224,234.98692,-218.66312,122.42125,0.0,0.0,0.0,3.8698504,0.0,0.0,8.96
1j4r,269.75027,-58.419952,198.55478,-132.5145,230.04459,396.8961,-209.62425,333.58163,-241.36089,195.2686,0.0,0.0,0.0,6.046441,0.0,0.0,7.72
1jak,561.98584,-57.576088,145.23969,-161.38622,86.400955,222.00317,-168.09332,200.45639,-205.21953,125.31219,0.0,0.0,0.0,4.2266135,0.0,0.0,5.57
1jao,543.8821,-47.983795,120.54955,-135.77937,82.315834,228.67493,-168.9845,188.96124,-208.0776,118.48885,0.0,0.0,0.0,4.633382,0.0,0.0,5.92
1jaq,616.2023,-61.01149,175.41592,-145.52357,88.938995,259.08286,-166.66315,198.77193,-206.59442,132.3369,0.0,0.0,0.0,4.324373,0.0,0.0,4.48
1jcx,528.83826,-71.4455,301.09448,-142.66905,193.73763,378.17892,-228.8066,342.40372,-282.99176,267.32944,0.0,0.0,0.0,4.223103,0.0,0.0,5.15
1jeu,354.25302,-59.285023,288.3473,-152.48813,334.55432,447.32767,-265.3367,448.54855,-294.26117,274.94662,0.0,0.0,0.0,4.486489,0.0,0.0,6.82
1jev,252.69682,-67.5768,355.82266,-163.21855,476.46298,553.6101,-323.72562,555.3222,-307.55615,313.33618,0.0,0.0,0.0,5.466722,0.0,0.0,6.89
1jgl,261.4315,-56.73672,101.94964,-141.32153,199.16733,319.3516,-189.63457,272.74954,-220.09923,149.54642,0.0,0.0,0.0,5.1616354,0.0,0.0,8.7
1jlr,732.687,-80.920586,301.66745,-175.76646,153.72218,288.44662,-222.38461,315.45822,-271.67178,229.32811,0.0,0.0,0.0,3.9772666,0.0,0.0,3.33
1jmf,474.80624,-64.78502,291.33762,-167.40654,262.00543,400.408,-247.56618,400.33826,-259.71783,258.82938,0.0,0.0,0.0,3.6389809,0.0,0.0,5.77
1jn4,501.72675,-57.15973,254.07161,-139.80357,217.11694,349.00226,-197.46246,309.4772,-249.87474,194.00758,0.0,0.0,0.0,4.552085,0.0,0.0,4.95
1jq8,425.87128,-51.39803,234.75386,-140.17386,275.52148,334.68744,-207.37201,337.574,-239.67847,176.1673,0.0,0.0,0.0,5.8988953,0.0,0.0,6.0
1jqy,650.43274,-69.19921,161.97673,-173.01805,92.82762,180.95476,-185.30763,215.08925,-213.28676,118.44341,0.0,0.0,0.0,4.9279985,0.0,0.0,4.92
1jsv,509.41913,-61.74405,223.46176,-153.47247,136.72627,278.99496,-182.77898,247.74626,-221.04193,188.36255,0.0,0.0,0.0,4.984021,0.0,0.0,5.7
1jvu,615.44617,-69.278915,181.59027,-159.35701,68.800255,212.11824,-184.75887,211.11012,-221.44069,151.35226,0.0,0.0,0.0,3.6358786,0.0,0.0,5.15
