name,partition,set,error
5orw,crystal,pdbbind,no ligand for 5orw (pdbbind set)
3c2r,docking,pdbbind,3c2r does not contain any pose data
3c2r,crystal,pdbbind,no ligand for 3c2r (pdbbind set)
4bt3,docking,pdbbind,4bt3 does not contain any pose data
4bt3,crystal,pdbbind,no ligand for 4bt3 (pdbbind set)
4cgi,docking,pdbbind,4cgi does not contain any pose data
4cgi,crystal,pdbbind,no ligand for 4cgi (pdbbind set)
5ey4,docking,pdbbind,5ey4 does not contain any pose data
5ey4,crystal,pdbbind,no ligand for 5ey4 (pdbbind set)
1ax0,docking,pdbbind,1ax0 does not contain any pose data
1ax0,crystal,pdbbind,no ligand for 1ax0 (pdbbind set)
5c5t,docking,pdbbind,5c5t does not contain any pose data
5c5t,crystal,pdbbind,no ligand for 5c5t (pdbbind set)
6d1k,docking,pdbbind,6d1k does not contain any pose data
6d1k,crystal,pdbbind,no ligand for 6d1k (pdbbind set)
2ya7,docking,pdbbind,2ya7 does not contain any pose data
2ya7,crystal,pdbbind,no ligand for 2ya7 (pdbbind set)
4b34,docking,pdbbind,4b34 does not contain any pose data
4b34,crystal,pdbbind,no ligand for 4b34 (pdbbind set)
6g27,docking,pdbbind,6g27 does not contain any pose data
6g27,crystal,pdbbind,no ligand for 6g27 (pdbbind set)
1e6q,docking,pdbbind,1e6q does not contain any pose data
1e6q,crystal,pdbbind,no ligand for 1e6q (pdbbind set)
4de5,docking,pdbbind,4de5 does not contain any pose data
4de5,crystal,pdbbind,no ligand for 4de5 (pdbbind set)
4fzj,docking,pdbbind,4fzj does not contain any pose data
4fzj,crystal,pdbbind,no ligand for 4fzj (pdbbind set)
5flo,docking,pdbbind,5flo does not contain any pose data
5flo,crystal,pdbbind,no ligand for 5flo (pdbbind set)
5fnf,docking,pdbbind,5fnf does not contain any pose data
5fnf,crystal,pdbbind,no ligand for 5fnf (pdbbind set)
6a87,docking,pdbbind,6a87 does not contain any pose data
6a87,crystal,pdbbind,no ligand for 6a87 (pdbbind set)
2ymd,docking,pdbbind,2ymd does not contain any pose data
2ymd,crystal,pdbbind,no ligand for 2ymd (pdbbind set)
3f34,docking,pdbbind,3f34 does not contain any pose data
3f34,crystal,pdbbind,no ligand for 3f34 (pdbbind set)
5fot,docking,pdbbind,5fot does not contain any pose data
5fot,crystal,pdbbind,no ligand for 5fot (pdbbind set)
5fox,docking,pdbbind,5fox does not contain any pose data
5fox,crystal,pdbbind,no ligand for 5fox (pdbbind set)
5ose,docking,pdbbind,5ose does not contain any pose data
5ose,crystal,pdbbind,no ligand for 5ose (pdbbind set)
1lbk,docking,pdbbind,1lbk does not contain any pose data
1lbk,crystal,pdbbind,no ligand for 1lbk (pdbbind set)
3bug,docking,pdbbind,3bug does not contain any pose data
3bug,crystal,pdbbind,no ligand for 3bug (pdbbind set)
3g1v,docking,pdbbind,3g1v does not contain any pose data
3g1v,crystal,pdbbind,no ligand for 3g1v (pdbbind set)
4gzx,docking,pdbbind,4gzx does not contain any pose data
4gzx,crystal,pdbbind,no ligand for 4gzx (pdbbind set)
6dyn,docking,pdbbind,6dyn does not contain any pose data
6dyn,crystal,pdbbind,no ligand for 6dyn (pdbbind set)
6ssy,docking,pdbbind,6ssy does not contain any pose data
6ssy,crystal,pdbbind,no ligand for 6ssy (pdbbind set)
5cs6,docking,pdbbind,5cs6 does not contain any pose data
5cs6,crystal,pdbbind,no ligand for 5cs6 (pdbbind set)
5ijr,docking,pdbbind,5ijr does not contain any pose data
5ijr,crystal,pdbbind,no ligand for 5ijr (pdbbind set)
1s5z,docking,pdbbind,1s5z does not contain any pose data
1s5z,crystal,pdbbind,no ligand for 1s5z (pdbbind set)
1br6,docking,pdbbind,1br6 does not contain any pose data
1br6,crystal,pdbbind,no ligand for 1br6 (pdbbind set)
1e6s,docking,pdbbind,1e6s does not contain any pose data
1e6s,crystal,pdbbind,no ligand for 1e6s (pdbbind set)
1ew9,docking,pdbbind,1ew9 does not contain any pose data
1ew9,crystal,pdbbind,no ligand for 1ew9 (pdbbind set)
1k1y,docking,pdbbind,1k1y does not contain any pose data
1k1y,crystal,pdbbind,no ligand for 1k1y (pdbbind set)
1zc9,docking,pdbbind,1zc9 does not contain any pose data
1zc9,crystal,pdbbind,no ligand for 1zc9 (pdbbind set)
2ri9,docking,pdbbind,2ri9 does not contain any pose data
2ri9,crystal,pdbbind,no ligand for 2ri9 (pdbbind set)
2uy3,docking,pdbbind,2uy3 does not contain any pose data
2uy3,crystal,pdbbind,no ligand for 2uy3 (pdbbind set)
4n5d,docking,pdbbind,4n5d does not contain any pose data
4n5d,crystal,pdbbind,no ligand for 4n5d (pdbbind set)
1px4,docking,pdbbind,1px4 does not contain any pose data
1px4,crystal,pdbbind,no ligand for 1px4 (pdbbind set)
3zsy,docking,pdbbind,3zsy does not contain any pose data
3zsy,crystal,pdbbind,no ligand for 3zsy (pdbbind set)
4lm1,docking,pdbbind,4lm1 does not contain any pose data
4lm1,crystal,pdbbind,no ligand for 4lm1 (pdbbind set)
4unp,docking,pdbbind,4unp does not contain any pose data
4unp,crystal,pdbbind,no ligand for 4unp (pdbbind set)
5qay,docking,pdbbind,5qay does not contain any pose data
5qay,crystal,pdbbind,no ligand for 5qay (pdbbind set)
3qfz,docking,pdbbind,3qfz does not contain any pose data
3qfz,crystal,pdbbind,no ligand for 3qfz (pdbbind set)
4b2l,docking,pdbbind,4b2l does not contain any pose data
4b2l,crystal,pdbbind,no ligand for 4b2l (pdbbind set)
4qlk,docking,pdbbind,4qlk does not contain any pose data
4qlk,crystal,pdbbind,no ligand for 4qlk (pdbbind set)
1v2j,docking,pdbbind,1v2j does not contain any pose data
1v2j,crystal,pdbbind,no ligand for 1v2j (pdbbind set)
3ta1,docking,pdbbind,3ta1 does not contain any pose data
3ta1,crystal,pdbbind,no ligand for 3ta1 (pdbbind set)
4lm0,docking,pdbbind,4lm0 does not contain any pose data
4lm0,crystal,pdbbind,no ligand for 4lm0 (pdbbind set)
5yas,docking,pdbbind,5yas does not contain any pose data
5yas,crystal,pdbbind,no ligand for 5yas (pdbbind set)
3ioe,docking,pdbbind,3ioe does not contain any pose data
3ioe,crystal,pdbbind,no ligand for 3ioe (pdbbind set)
1bcu,docking,pdbbind,1bcu does not contain any pose data
1bcu,crystal,pdbbind,no ligand for 1bcu (pdbbind set)
3d52,docking,pdbbind,3d52 does not contain any pose data
3d52,crystal,pdbbind,no ligand for 3d52 (pdbbind set)
3tfu,docking,pdbbind,3tfu does not contain any pose data
3tfu,crystal,pdbbind,no ligand for 3tfu (pdbbind set)
3zsx,docking,pdbbind,3zsx does not contain any pose data
3zsx,crystal,pdbbind,no ligand for 3zsx (pdbbind set)
4fl1,docking,pdbbind,4fl1 does not contain any pose data
4fl1,crystal,pdbbind,no ligand for 4fl1 (pdbbind set)
5duw,docking,pdbbind,5duw does not contain any pose data
5duw,crystal,pdbbind,no ligand for 5duw (pdbbind set)
6ibk,docking,pdbbind,6ibk does not contain any pose data
6ibk,crystal,pdbbind,no ligand for 6ibk (pdbbind set)
1d7j,docking,pdbbind,1d7j does not contain any pose data
1d7j,crystal,pdbbind,no ligand for 1d7j (pdbbind set)
1phw,docking,pdbbind,1phw does not contain any pose data
1phw,crystal,pdbbind,no ligand for 1phw (pdbbind set)
1tpw,docking,pdbbind,1tpw does not contain any pose data
1tpw,crystal,pdbbind,no ligand for 1tpw (pdbbind set)
2vw2,docking,pdbbind,2vw2 does not contain any pose data
2vw2,crystal,pdbbind,no ligand for 2vw2 (pdbbind set)
3aaq,docking,pdbbind,3aaq does not contain any pose data
3aaq,crystal,pdbbind,no ligand for 3aaq (pdbbind set)
3hcm,docking,pdbbind,3hcm does not contain any pose data
3hcm,crystal,pdbbind,no ligand for 3hcm (pdbbind set)
4ddh,docking,pdbbind,4ddh does not contain any pose data
4ddh,crystal,pdbbind,no ligand for 4ddh (pdbbind set)
4jss,docking,pdbbind,4jss does not contain any pose data
4jss,crystal,pdbbind,no ligand for 4jss (pdbbind set)
4mrw,docking,pdbbind,4mrw does not contain any pose data
4mrw,crystal,pdbbind,no ligand for 4mrw (pdbbind set)
4msa,docking,pdbbind,4msa does not contain any pose data
4msa,crystal,pdbbind,no ligand for 4msa (pdbbind set)
4np3,docking,pdbbind,4np3 does not contain any pose data
4np3,crystal,pdbbind,no ligand for 4np3 (pdbbind set)
5g45,docking,pdbbind,5g45 does not contain any pose data
5g45,crystal,pdbbind,no ligand for 5g45 (pdbbind set)
1i2s,docking,pdbbind,1i2s does not contain any pose data
1i2s,crystal,pdbbind,no ligand for 1i2s (pdbbind set)
1pzp,docking,pdbbind,1pzp does not contain any pose data
1pzp,crystal,pdbbind,no ligand for 1pzp (pdbbind set)
5fe7,docking,pdbbind,5fe7 does not contain any pose data
5fe7,crystal,pdbbind,no ligand for 5fe7 (pdbbind set)
2wk6,docking,pdbbind,2wk6 does not contain any pose data
2wk6,crystal,pdbbind,no ligand for 2wk6 (pdbbind set)
4cjp,docking,pdbbind,4cjp does not contain any pose data
4cjp,crystal,pdbbind,no ligand for 4cjp (pdbbind set)
4i7j,docking,pdbbind,4i7j does not contain any pose data
4i7j,crystal,pdbbind,no ligand for 4i7j (pdbbind set)
6efj,docking,pdbbind,6efj does not contain any pose data
6efj,crystal,pdbbind,no ligand for 6efj (pdbbind set)
6pg3,docking,pdbbind,6pg3 does not contain any pose data
6pg3,crystal,pdbbind,no ligand for 6pg3 (pdbbind set)
6phx,docking,pdbbind,6phx does not contain any pose data
6phx,crystal,pdbbind,no ligand for 6phx (pdbbind set)
188l,docking,pdbbind,188l does not contain any pose data
188l,crystal,pdbbind,no ligand for 188l (pdbbind set)
1jlr,docking,pdbbind,1jlr does not contain any pose data
1jlr,crystal,pdbbind,no ligand for 1jlr (pdbbind set)
4ab9,docking,pdbbind,4ab9 does not contain any pose data
4ab9,crystal,pdbbind,no ligand for 4ab9 (pdbbind set)
4b0b,docking,pdbbind,4b0b does not contain any pose data
4b0b,crystal,pdbbind,no ligand for 4b0b (pdbbind set)
4b5t,docking,pdbbind,4b5t does not contain any pose data
4b5t,crystal,pdbbind,no ligand for 4b5t (pdbbind set)
4b5w,docking,pdbbind,4b5w does not contain any pose data
4b5w,crystal,pdbbind,no ligand for 4b5w (pdbbind set)
3f33,docking,pdbbind,3f33 does not contain any pose data
3f33,crystal,pdbbind,no ligand for 3f33 (pdbbind set)
4b32,docking,pdbbind,4b32 does not contain any pose data
4b32,crystal,pdbbind,no ligand for 4b32 (pdbbind set)
4bt4,docking,pdbbind,4bt4 does not contain any pose data
4bt4,crystal,pdbbind,no ligand for 4bt4 (pdbbind set)
4cp5,docking,pdbbind,4cp5 does not contain any pose data
4cp5,crystal,pdbbind,no ligand for 4cp5 (pdbbind set)
3c2o,docking,pdbbind,3c2o does not contain any pose data
3c2o,crystal,pdbbind,no ligand for 3c2o (pdbbind set)
3pwk,docking,pdbbind,3pwk does not contain any pose data
3pwk,crystal,pdbbind,no ligand for 3pwk (pdbbind set)
4lkq,docking,pdbbind,4lkq does not contain any pose data
4lkq,crystal,pdbbind,no ligand for 4lkq (pdbbind set)
4cj4,docking,pdbbind,4cj4 does not contain any pose data
4cj4,crystal,pdbbind,no ligand for 4cj4 (pdbbind set)
187l,docking,pdbbind,187l does not contain any pose data
187l,crystal,pdbbind,no ligand for 187l (pdbbind set)
1tnh,docking,pdbbind,1tnh does not contain any pose data
1tnh,crystal,pdbbind,no ligand for 1tnh (pdbbind set)
1v2u,docking,pdbbind,1v2u does not contain any pose data
1v2u,crystal,pdbbind,no ligand for 1v2u (pdbbind set)
3d8z,docking,pdbbind,3d8z does not contain any pose data
3d8z,crystal,pdbbind,no ligand for 3d8z (pdbbind set)
3n35,docking,pdbbind,3n35 does not contain any pose data
3n35,crystal,pdbbind,no ligand for 3n35 (pdbbind set)
4b33,docking,pdbbind,4b33 does not contain any pose data
4b33,crystal,pdbbind,no ligand for 4b33 (pdbbind set)
6mnv,docking,pdbbind,6mnv does not contain any pose data
6mnv,crystal,pdbbind,no ligand for 6mnv (pdbbind set)
2fzg,docking,pdbbind,2fzg does not contain any pose data
2fzg,crystal,pdbbind,no ligand for 2fzg (pdbbind set)
3tay,docking,pdbbind,3tay does not contain any pose data
3tay,crystal,pdbbind,no ligand for 3tay (pdbbind set)
3w07,docking,pdbbind,3w07 does not contain any pose data
3w07,crystal,pdbbind,no ligand for 3w07 (pdbbind set)
4qll,docking,pdbbind,4qll does not contain any pose data
4qll,crystal,pdbbind,no ligand for 4qll (pdbbind set)
4ipn,docking,pdbbind,4ipn does not contain any pose data
4ipn,crystal,pdbbind,no ligand for 4ipn (pdbbind set)
4lhm,docking,pdbbind,4lhm does not contain any pose data
4lhm,crystal,pdbbind,no ligand for 4lhm (pdbbind set)
5lsh,docking,pdbbind,5lsh does not contain any pose data
5lsh,crystal,pdbbind,no ligand for 5lsh (pdbbind set)
5os5,docking,pdbbind,5os5 does not contain any pose data
5os5,crystal,pdbbind,no ligand for 5os5 (pdbbind set)
1bxr,docking,pdbbind,1bxr does not contain any pose data
1bxr,crystal,pdbbind,no ligand for 1bxr (pdbbind set)
1f8d,docking,pdbbind,1f8d does not contain any pose data
1f8d,crystal,pdbbind,no ligand for 1f8d (pdbbind set)
1ikt,docking,pdbbind,1ikt does not contain any pose data
1ikt,crystal,pdbbind,no ligand for 1ikt (pdbbind set)
1l83,docking,pdbbind,1l83 does not contain any pose data
1l83,crystal,pdbbind,no ligand for 1l83 (pdbbind set)
1m83,docking,pdbbind,1m83 does not contain any pose data
1m83,crystal,pdbbind,no ligand for 1m83 (pdbbind set)
1uz4,docking,pdbbind,1uz4 does not contain any pose data
1uz4,crystal,pdbbind,no ligand for 1uz4 (pdbbind set)
3jzh,docking,pdbbind,3jzh does not contain any pose data
3jzh,crystal,pdbbind,no ligand for 3jzh (pdbbind set)
4abe,docking,pdbbind,4abe does not contain any pose data
4abe,crystal,pdbbind,no ligand for 4abe (pdbbind set)
2v2c,docking,pdbbind,2v2c does not contain any pose data
2v2c,crystal,pdbbind,no ligand for 2v2c (pdbbind set)
2qtn,docking,pdbbind,2qtn does not contain any pose data
2qtn,crystal,pdbbind,no ligand for 2qtn (pdbbind set)
2sim,docking,pdbbind,2sim does not contain any pose data
2sim,crystal,pdbbind,no ligand for 2sim (pdbbind set)
2w08,docking,pdbbind,2w08 does not contain any pose data
2w08,crystal,pdbbind,no ligand for 2w08 (pdbbind set)
3iob,docking,pdbbind,3iob does not contain any pose data
3iob,crystal,pdbbind,no ligand for 3iob (pdbbind set)
4llj,docking,pdbbind,4llj does not contain any pose data
4llj,crystal,pdbbind,no ligand for 4llj (pdbbind set)
4n8q,docking,pdbbind,4n8q does not contain any pose data
4n8q,crystal,pdbbind,no ligand for 4n8q (pdbbind set)
2xog,docking,pdbbind,2xog does not contain any pose data
2xog,crystal,pdbbind,no ligand for 2xog (pdbbind set)
3axz,docking,pdbbind,3axz does not contain any pose data
3axz,crystal,pdbbind,no ligand for 3axz (pdbbind set)
5osl,docking,pdbbind,5osl does not contain any pose data
5osl,crystal,pdbbind,no ligand for 5osl (pdbbind set)
4umc,docking,pdbbind,4umc does not contain any pose data
4umc,crystal,pdbbind,no ligand for 4umc (pdbbind set)
6exs,docking,pdbbind,6exs does not contain any pose data
6exs,crystal,pdbbind,no ligand for 6exs (pdbbind set)
3nik,docking,pdbbind,3nik does not contain any pose data
3nik,crystal,pdbbind,no ligand for 3nik (pdbbind set)
1moq,docking,pdbbind,1moq does not contain any pose data
1moq,crystal,pdbbind,no ligand for 1moq (pdbbind set)
3muz,docking,pdbbind,3muz does not contain any pose data
3muz,crystal,pdbbind,no ligand for 3muz (pdbbind set)
4k5p,docking,pdbbind,4k5p does not contain any pose data
4k5p,crystal,pdbbind,no ligand for 4k5p (pdbbind set)
4tz2,docking,pdbbind,4tz2 does not contain any pose data
4tz2,crystal,pdbbind,no ligand for 4tz2 (pdbbind set)
5qal,docking,pdbbind,5qal does not contain any pose data
5qal,crystal,pdbbind,no ligand for 5qal (pdbbind set)
6hgr,docking,pdbbind,6hgr does not contain any pose data
6hgr,crystal,pdbbind,no ligand for 6hgr (pdbbind set)
6q4e,docking,pdbbind,6q4e does not contain any pose data
6q4e,crystal,pdbbind,no ligand for 6q4e (pdbbind set)
3ta0,docking,pdbbind,3ta0 does not contain any pose data
3ta0,crystal,pdbbind,no ligand for 3ta0 (pdbbind set)
4epy,docking,pdbbind,4epy does not contain any pose data
4epy,crystal,pdbbind,no ligand for 4epy (pdbbind set)
4h42,docking,pdbbind,4h42 does not contain any pose data
4h42,crystal,pdbbind,no ligand for 4h42 (pdbbind set)
5ma7,docking,pdbbind,5ma7 does not contain any pose data
5ma7,crystal,pdbbind,no ligand for 5ma7 (pdbbind set)
6pvz,docking,pdbbind,6pvz does not contain any pose data
6pvz,crystal,pdbbind,no ligand for 6pvz (pdbbind set)
2p3i,docking,pdbbind,2p3i does not contain any pose data
2p3i,crystal,pdbbind,no ligand for 2p3i (pdbbind set)
3g1d,docking,pdbbind,3g1d does not contain any pose data
3g1d,crystal,pdbbind,no ligand for 3g1d (pdbbind set)
3gx0,docking,pdbbind,3gx0 does not contain any pose data
3gx0,crystal,pdbbind,no ligand for 3gx0 (pdbbind set)
3nyd,docking,pdbbind,3nyd does not contain any pose data
3nyd,crystal,pdbbind,no ligand for 3nyd (pdbbind set)
4k7n,docking,pdbbind,4k7n does not contain any pose data
4k7n,crystal,pdbbind,no ligand for 4k7n (pdbbind set)
5eh7,docking,pdbbind,5eh7 does not contain any pose data
5eh7,crystal,pdbbind,no ligand for 5eh7 (pdbbind set)
5xg5,docking,pdbbind,5xg5 does not contain any pose data
5xg5,crystal,pdbbind,no ligand for 5xg5 (pdbbind set)
1c5o,docking,pdbbind,1c5o does not contain any pose data
1c5o,crystal,pdbbind,no ligand for 1c5o (pdbbind set)
1utn,docking,pdbbind,1utn does not contain any pose data
1utn,crystal,pdbbind,no ligand for 1utn (pdbbind set)
4avs,docking,pdbbind,4avs does not contain any pose data
4avs,crystal,pdbbind,no ligand for 4avs (pdbbind set)
4b5s,docking,pdbbind,4b5s does not contain any pose data
4b5s,crystal,pdbbind,no ligand for 4b5s (pdbbind set)
5fnd,docking,pdbbind,5fnd does not contain any pose data
5fnd,crystal,pdbbind,no ligand for 5fnd (pdbbind set)
6d9x,docking,pdbbind,6d9x does not contain any pose data
6d9x,crystal,pdbbind,no ligand for 6d9x (pdbbind set)
6poi,docking,pdbbind,6poi does not contain any pose data
6poi,crystal,pdbbind,no ligand for 6poi (pdbbind set)
4i7p,docking,pdbbind,4i7p does not contain any pose data
4i7p,crystal,pdbbind,no ligand for 4i7p (pdbbind set)
2r0h,docking,pdbbind,2r0h does not contain any pose data
2r0h,crystal,pdbbind,no ligand for 2r0h (pdbbind set)
5cp9,docking,pdbbind,5cp9 does not contain any pose data
5cp9,crystal,pdbbind,no ligand for 5cp9 (pdbbind set)
5h1u,docking,pdbbind,5h1u does not contain any pose data
5h1u,crystal,pdbbind,no ligand for 5h1u (pdbbind set)
5mby,docking,pdbbind,5mby does not contain any pose data
5mby,crystal,pdbbind,no ligand for 5mby (pdbbind set)
1jys,docking,pdbbind,1jys does not contain any pose data
1jys,crystal,pdbbind,no ligand for 1jys (pdbbind set)
2j27,docking,pdbbind,2j27 does not contain any pose data
2j27,crystal,pdbbind,no ligand for 2j27 (pdbbind set)
2vw1,docking,pdbbind,2vw1 does not contain any pose data
2vw1,crystal,pdbbind,no ligand for 2vw1 (pdbbind set)
3mfw,docking,pdbbind,3mfw does not contain any pose data
3mfw,crystal,pdbbind,no ligand for 3mfw (pdbbind set)
4mrz,docking,pdbbind,4mrz does not contain any pose data
4mrz,crystal,pdbbind,no ligand for 4mrz (pdbbind set)
5mod,docking,pdbbind,5mod does not contain any pose data
5mod,crystal,pdbbind,no ligand for 5mod (pdbbind set)
6g25,docking,pdbbind,6g25 does not contain any pose data
6g25,crystal,pdbbind,no ligand for 6g25 (pdbbind set)
185l,docking,pdbbind,185l does not contain any pose data
185l,crystal,pdbbind,no ligand for 185l (pdbbind set)
1v2r,docking,pdbbind,1v2r does not contain any pose data
1v2r,crystal,pdbbind,no ligand for 1v2r (pdbbind set)
2cle,docking,pdbbind,2cle does not contain any pose data
2cle,crystal,pdbbind,no ligand for 2cle (pdbbind set)
2qwc,docking,pdbbind,2qwc does not contain any pose data
2qwc,crystal,pdbbind,no ligand for 2qwc (pdbbind set)
4aji,docking,pdbbind,4aji does not contain any pose data
4aji,crystal,pdbbind,no ligand for 4aji (pdbbind set)
5btx,docking,pdbbind,5btx does not contain any pose data
5btx,crystal,pdbbind,no ligand for 5btx (pdbbind set)
5fpk,docking,pdbbind,5fpk does not contain any pose data
